# Time          	Cd              	Cl              	Cl(f)           	Cl(r)           
16,76	1,17E+00	2,91E-03	1,62E-03	1,29E-03
16,8	1,17E+00	2,61E-03	1,47E-03	1,14E-03
16,84	1,17E+00	2,32E-03	1,34E-03	9,88E-04
16,88	1,17E+00	2,03E-03	1,20E-03	8,37E-04
16,92	1,17E+00	1,74E-03	1,05E-03	6,86E-04
16,96	1,17E+00	1,44E-03	9,10E-04	5,34E-04
17	1,17E+00	1,12E-03	7,53E-04	3,69E-04
17,04	1,17E+00	8,38E-04	6,16E-04	2,23E-04
17,08	1,17E+00	5,35E-04	4,68E-04	6,73E-05
17,12	1,17E+00	2,34E-04	3,21E-04	-8,73E-05
17,16	1,17E+00	-9,26E-05	1,62E-04	-2,54E-04
17,2	1,17E+00	-3,96E-04	1,32E-05	-4,09E-04
17,24	1,17E+00	-7,05E-04	-1,38E-04	-5,67E-04
17,28	1,17E+00	-1,02E-03	-2,93E-04	-7,28E-04
17,32	1,17E+00	-1,31E-03	-4,37E-04	-8,78E-04
17,36	1,17E+00	-1,64E-03	-5,95E-04	-1,04E-03
17,4	1,17E+00	-1,94E-03	-7,43E-04	-1,19E-03
17,44	1,17E+00	-2,25E-03	-8,95E-04	-1,35E-03
17,48	1,17E+00	-2,55E-03	-1,05E-03	-1,51E-03
17,52	1,17E+00	-2,86E-03	-1,20E-03	-1,66E-03
17,56	1,17E+00	-3,17E-03	-1,35E-03	-1,82E-03
17,6	1,17E+00	-3,49E-03	-1,51E-03	-1,98E-03
17,64	1,17E+00	-3,75E-03	-1,64E-03	-2,11E-03
17,68	1,17E+00	-4,05E-03	-1,79E-03	-2,26E-03
17,72	1,17E+00	-4,36E-03	-1,94E-03	-2,42E-03
17,76	1,17E+00	-4,67E-03	-2,10E-03	-2,57E-03
17,8	1,17E+00	-4,98E-03	-2,25E-03	-2,73E-03
17,84	1,17E+00	-5,28E-03	-2,40E-03	-2,88E-03
17,88	1,17E+00	-5,59E-03	-2,56E-03	-3,04E-03
17,92	1,17E+00	-5,90E-03	-2,71E-03	-3,19E-03
17,96	1,17E+00	-6,20E-03	-2,86E-03	-3,34E-03
18	1,17E+00	-6,49E-03	-3,01E-03	-3,48E-03
18,04	1,17E+00	-6,78E-03	-3,15E-03	-3,63E-03
18,08	1,17E+00	-7,08E-03	-3,30E-03	-3,77E-03
18,12	1,17E+00	-7,37E-03	-3,45E-03	-3,92E-03
18,16	1,17E+00	-7,66E-03	-3,60E-03	-4,06E-03
18,2	1,17E+00	-7,95E-03	-3,75E-03	-4,21E-03
18,24	1,17E+00	-8,22E-03	-3,88E-03	-4,34E-03
18,28	1,17E+00	-8,53E-03	-4,04E-03	-4,49E-03
18,32	1,17E+00	-8,82E-03	-4,19E-03	-4,64E-03
18,36	1,17E+00	-9,05E-03	-4,30E-03	-4,75E-03
18,4	1,17E+00	-9,31E-03	-4,44E-03	-4,88E-03
18,44	1,17E+00	-9,60E-03	-4,58E-03	-5,02E-03
18,48	1,17E+00	-9,88E-03	-4,72E-03	-5,16E-03
18,52	1,17E+00	-1,02E-02	-4,86E-03	-5,29E-03
18,56	1,17E+00	-1,04E-02	-5,00E-03	-5,42E-03
18,6	1,17E+00	-1,06E-02	-5,11E-03	-5,53E-03
18,64	1,17E+00	-1,09E-02	-5,24E-03	-5,65E-03
18,68	1,17E+00	-1,11E-02	-5,37E-03	-5,77E-03
18,72	1,17E+00	-1,13E-02	-5,47E-03	-5,87E-03
18,76	1,17E+00	-1,16E-02	-5,59E-03	-5,97E-03
18,8	1,16E+00	-1,18E-02	-5,69E-03	-6,07E-03
18,84	1,16E+00	-1,20E-02	-5,80E-03	-6,17E-03
18,88	1,16E+00	-1,21E-02	-5,89E-03	-6,26E-03
18,92	1,16E+00	-1,24E-02	-6,01E-03	-6,37E-03
18,96	1,16E+00	-1,25E-02	-6,09E-03	-6,44E-03
19	1,16E+00	-1,27E-02	-6,18E-03	-6,51E-03
19,04	1,16E+00	-1,29E-02	-6,26E-03	-6,59E-03
19,08	1,16E+00	-1,30E-02	-6,34E-03	-6,66E-03
19,12	1,16E+00	-1,31E-02	-6,41E-03	-6,72E-03
19,16	1,16E+00	-1,33E-02	-6,49E-03	-6,79E-03
19,2	1,16E+00	-1,34E-02	-6,55E-03	-6,84E-03
19,24	1,16E+00	-1,35E-02	-6,62E-03	-6,89E-03
19,28	1,16E+00	-1,36E-02	-6,67E-03	-6,94E-03
19,32	1,16E+00	-1,37E-02	-6,71E-03	-6,96E-03
19,36	1,16E+00	-1,37E-02	-6,75E-03	-6,99E-03
19,4	1,16E+00	-1,38E-02	-6,78E-03	-7,01E-03
19,44	1,16E+00	-1,38E-02	-6,80E-03	-7,02E-03
19,48	1,16E+00	-1,39E-02	-6,82E-03	-7,03E-03
19,52	1,16E+00	-1,39E-02	-6,84E-03	-7,04E-03
19,56	1,16E+00	-1,39E-02	-6,85E-03	-7,04E-03
19,6	1,16E+00	-1,39E-02	-6,86E-03	-7,03E-03
19,64	1,16E+00	-1,39E-02	-6,86E-03	-7,02E-03
19,68	1,16E+00	-1,38E-02	-6,85E-03	-7,00E-03
19,72	1,16E+00	-1,38E-02	-6,83E-03	-6,97E-03
19,76	1,16E+00	-1,38E-02	-6,82E-03	-6,94E-03
19,8	1,16E+00	-1,37E-02	-6,78E-03	-6,89E-03
19,84	1,16E+00	-1,36E-02	-6,75E-03	-6,84E-03
19,88	1,16E+00	-1,35E-02	-6,71E-03	-6,79E-03
19,92	1,16E+00	-1,34E-02	-6,65E-03	-6,72E-03
19,96	1,16E+00	-1,33E-02	-6,61E-03	-6,66E-03
20	1,16E+00	-1,32E-02	-6,56E-03	-6,60E-03
20,04	1,16E+00	-1,30E-02	-6,50E-03	-6,52E-03
20,08	1,16E+00	-1,29E-02	-6,43E-03	-6,44E-03
20,12	1,16E+00	-1,27E-02	-6,36E-03	-6,36E-03
20,16	1,16E+00	-1,25E-02	-6,27E-03	-6,26E-03
20,2	1,16E+00	-1,23E-02	-6,18E-03	-6,16E-03
20,24	1,16E+00	-1,21E-02	-6,09E-03	-6,05E-03
20,28	1,16E+00	-1,19E-02	-5,98E-03	-5,93E-03
20,32	1,16E+00	-1,17E-02	-5,89E-03	-5,82E-03
20,36	1,16E+00	-1,15E-02	-5,77E-03	-5,69E-03
20,4	1,16E+00	-1,12E-02	-5,66E-03	-5,57E-03
20,44	1,16E+00	-1,10E-02	-5,54E-03	-5,43E-03
20,48	1,16E+00	-1,07E-02	-5,41E-03	-5,29E-03
20,52	1,16E+00	-1,04E-02	-5,28E-03	-5,14E-03
20,56	1,16E+00	-1,01E-02	-5,14E-03	-5,00E-03
20,6	1,16E+00	-9,81E-03	-4,99E-03	-4,83E-03
20,64	1,16E+00	-9,53E-03	-4,85E-03	-4,68E-03
20,68	1,16E+00	-9,22E-03	-4,70E-03	-4,52E-03
20,72	1,16E+00	-8,89E-03	-4,54E-03	-4,35E-03
20,76	1,16E+00	-8,56E-03	-4,38E-03	-4,18E-03
20,8	1,16E+00	-8,22E-03	-4,22E-03	-4,00E-03
20,84	1,16E+00	-7,86E-03	-4,04E-03	-3,82E-03
20,88	1,16E+00	-7,52E-03	-3,88E-03	-3,64E-03
20,92	1,16E+00	-7,16E-03	-3,70E-03	-3,46E-03
20,96	1,16E+00	-6,77E-03	-3,51E-03	-3,26E-03
21	1,16E+00	-6,34E-03	-3,30E-03	-3,04E-03
21,04	1,16E+00	-5,91E-03	-3,09E-03	-2,82E-03
21,08	1,16E+00	-5,53E-03	-2,91E-03	-2,62E-03
21,12	1,16E+00	-5,11E-03	-2,70E-03	-2,41E-03
21,16	1,16E+00	-4,68E-03	-2,49E-03	-2,19E-03
21,2	1,16E+00	-4,25E-03	-2,28E-03	-1,97E-03
21,24	1,16E+00	-3,81E-03	-2,06E-03	-1,74E-03
21,28	1,16E+00	-3,38E-03	-1,85E-03	-1,53E-03
21,32	1,16E+00	-2,93E-03	-1,63E-03	-1,30E-03
21,36	1,16E+00	-2,44E-03	-1,39E-03	-1,05E-03
21,4	1,16E+00	-1,99E-03	-1,17E-03	-8,25E-04
21,44	1,16E+00	-1,52E-03	-9,37E-04	-5,86E-04
21,48	1,16E+00	-1,08E-03	-7,18E-04	-3,61E-04
21,52	1,16E+00	-6,12E-04	-4,87E-04	-1,25E-04
21,56	1,16E+00	-9,62E-05	-2,31E-04	1,35E-04
21,6	1,16E+00	3,32E-04	-1,93E-05	3,52E-04
21,64	1,16E+00	8,15E-04	2,20E-04	5,95E-04
21,68	1,16E+00	1,28E-03	4,53E-04	8,31E-04
21,72	1,16E+00	1,80E-03	7,08E-04	1,09E-03
21,76	1,16E+00	2,29E-03	9,50E-04	1,33E-03
21,8	1,16E+00	2,76E-03	1,18E-03	1,57E-03
21,84	1,16E+00	3,24E-03	1,43E-03	1,81E-03
21,88	1,16E+00	3,69E-03	1,65E-03	2,04E-03
21,92	1,16E+00	4,18E-03	1,90E-03	2,29E-03
21,96	1,16E+00	4,65E-03	2,13E-03	2,52E-03
22	1,16E+00	5,13E-03	2,37E-03	2,76E-03
22,04	1,16E+00	5,60E-03	2,61E-03	3,00E-03
22,08	1,16E+00	6,05E-03	2,83E-03	3,22E-03
22,12	1,16E+00	6,49E-03	3,05E-03	3,44E-03
22,16	1,15E+00	6,92E-03	3,27E-03	3,65E-03
22,2	1,15E+00	7,41E-03	3,51E-03	3,89E-03
22,24	1,15E+00	7,83E-03	3,72E-03	4,10E-03
22,28	1,15E+00	8,24E-03	3,93E-03	4,30E-03
22,32	1,15E+00	8,67E-03	4,15E-03	4,52E-03
22,36	1,15E+00	9,03E-03	4,33E-03	4,70E-03
22,4	1,15E+00	9,42E-03	4,53E-03	4,89E-03
22,44	1,15E+00	9,83E-03	4,74E-03	5,09E-03
22,48	1,15E+00	1,02E-02	4,93E-03	5,27E-03
22,52	1,15E+00	1,06E-02	5,13E-03	5,46E-03
22,56	1,15E+00	1,09E-02	5,31E-03	5,64E-03
22,6	1,15E+00	1,13E-02	5,49E-03	5,81E-03
22,64	1,15E+00	1,16E-02	5,65E-03	5,96E-03
22,68	1,15E+00	1,19E-02	5,81E-03	6,11E-03
22,72	1,15E+00	1,22E-02	5,96E-03	6,25E-03
22,76	1,15E+00	1,25E-02	6,12E-03	6,40E-03
22,8	1,15E+00	1,28E-02	6,24E-03	6,51E-03
22,84	1,15E+00	1,30E-02	6,39E-03	6,64E-03
22,88	1,15E+00	1,32E-02	6,50E-03	6,74E-03
22,92	1,15E+00	1,35E-02	6,63E-03	6,86E-03
22,96	1,15E+00	1,37E-02	6,74E-03	6,95E-03
23	1,15E+00	1,39E-02	6,84E-03	7,05E-03
23,04	1,15E+00	1,41E-02	6,94E-03	7,13E-03
23,08	1,15E+00	1,42E-02	7,03E-03	7,20E-03
23,12	1,15E+00	1,44E-02	7,12E-03	7,28E-03
23,16	1,15E+00	1,45E-02	7,20E-03	7,35E-03
23,2	1,15E+00	1,47E-02	7,28E-03	7,41E-03
23,24	1,15E+00	1,48E-02	7,33E-03	7,44E-03
23,28	1,15E+00	1,49E-02	7,38E-03	7,47E-03
23,32	1,15E+00	1,49E-02	7,43E-03	7,51E-03
23,36	1,15E+00	1,50E-02	7,48E-03	7,54E-03
23,4	1,15E+00	1,50E-02	7,50E-03	7,54E-03
23,44	1,15E+00	1,51E-02	7,52E-03	7,54E-03
23,48	1,15E+00	1,51E-02	7,54E-03	7,54E-03
23,52	1,15E+00	1,51E-02	7,54E-03	7,52E-03
23,56	1,15E+00	1,50E-02	7,52E-03	7,49E-03
23,6	1,15E+00	1,50E-02	7,52E-03	7,46E-03
23,64	1,15E+00	1,49E-02	7,49E-03	7,41E-03
23,68	1,15E+00	1,48E-02	7,47E-03	7,38E-03
23,72	1,15E+00	1,47E-02	7,42E-03	7,31E-03
23,76	1,15E+00	1,46E-02	7,39E-03	7,26E-03
23,8	1,15E+00	1,45E-02	7,34E-03	7,19E-03
23,84	1,15E+00	1,43E-02	7,25E-03	7,08E-03
23,88	1,15E+00	1,41E-02	7,17E-03	6,98E-03
23,92	1,15E+00	1,40E-02	7,10E-03	6,88E-03
23,96	1,15E+00	1,38E-02	7,01E-03	6,78E-03
24	1,15E+00	1,36E-02	6,91E-03	6,66E-03
24,04	1,15E+00	1,33E-02	6,80E-03	6,53E-03
24,08	1,15E+00	1,31E-02	6,69E-03	6,40E-03
24,12	1,15E+00	1,28E-02	6,57E-03	6,26E-03
24,16	1,15E+00	1,25E-02	6,44E-03	6,11E-03
24,2	1,15E+00	1,23E-02	6,31E-03	5,96E-03
24,24	1,15E+00	1,19E-02	6,15E-03	5,78E-03
24,28	1,15E+00	1,16E-02	6,01E-03	5,62E-03
24,32	1,15E+00	1,12E-02	5,81E-03	5,40E-03
24,36	1,15E+00	1,08E-02	5,63E-03	5,20E-03
24,4	1,15E+00	1,05E-02	5,46E-03	5,01E-03
24,44	1,15E+00	1,01E-02	5,27E-03	4,80E-03
24,48	1,15E+00	9,65E-03	5,07E-03	4,58E-03
24,52	1,15E+00	9,24E-03	4,87E-03	4,37E-03
24,56	1,15E+00	8,83E-03	4,67E-03	4,15E-03
24,6	1,15E+00	8,34E-03	4,44E-03	3,90E-03
24,64	1,15E+00	7,86E-03	4,21E-03	3,65E-03
24,68	1,15E+00	7,36E-03	3,97E-03	3,39E-03
24,72	1,15E+00	6,82E-03	3,71E-03	3,12E-03
24,76	1,15E+00	6,34E-03	3,48E-03	2,87E-03
24,8	1,15E+00	5,84E-03	3,23E-03	2,61E-03
24,84	1,15E+00	5,25E-03	2,95E-03	2,31E-03
24,88	1,15E+00	4,67E-03	2,66E-03	2,01E-03
24,92	1,15E+00	4,08E-03	2,38E-03	1,71E-03
24,96	1,15E+00	3,49E-03	2,09E-03	1,40E-03
25	1,15E+00	2,89E-03	1,80E-03	1,10E-03
25,04	1,15E+00	2,31E-03	1,51E-03	8,00E-04
25,08	1,15E+00	1,70E-03	1,21E-03	4,88E-04
25,12	1,15E+00	1,09E-03	9,13E-04	1,75E-04
25,16	1,15E+00	4,49E-04	6,00E-04	-1,51E-04
25,2	1,15E+00	-2,01E-04	2,81E-04	-4,82E-04
25,24	1,15E+00	-8,64E-04	-4,53E-05	-8,19E-04
25,28	1,15E+00	-1,49E-03	-3,54E-04	-1,14E-03
25,32	1,15E+00	-2,20E-03	-7,05E-04	-1,50E-03
25,36	1,15E+00	-2,91E-03	-1,05E-03	-1,86E-03
25,4	1,15E+00	-3,54E-03	-1,36E-03	-2,18E-03
25,44	1,15E+00	-4,26E-03	-1,72E-03	-2,54E-03
25,48	1,15E+00	-4,95E-03	-2,06E-03	-2,89E-03
25,52	1,15E+00	-5,63E-03	-2,40E-03	-3,23E-03
25,56	1,15E+00	-6,34E-03	-2,75E-03	-3,59E-03
25,6	1,15E+00	-7,05E-03	-3,10E-03	-3,95E-03
25,64	1,15E+00	-7,72E-03	-3,43E-03	-4,28E-03
25,68	1,15E+00	-8,43E-03	-3,79E-03	-4,64E-03
25,72	1,15E+00	-9,06E-03	-4,10E-03	-4,96E-03
25,76	1,15E+00	-9,78E-03	-4,46E-03	-5,32E-03
25,8	1,15E+00	-1,05E-02	-4,80E-03	-5,67E-03
25,84	1,15E+00	-1,12E-02	-5,15E-03	-6,01E-03
25,88	1,15E+00	-1,18E-02	-5,47E-03	-6,33E-03
25,92	1,15E+00	-1,25E-02	-5,82E-03	-6,69E-03
25,96	1,15E+00	-1,32E-02	-6,16E-03	-7,02E-03
26	1,15E+00	-1,39E-02	-6,50E-03	-7,36E-03
26,04	1,15E+00	-1,44E-02	-6,79E-03	-7,65E-03
26,08	1,15E+00	-1,51E-02	-7,14E-03	-8,00E-03
26,12	1,15E+00	-1,58E-02	-7,46E-03	-8,31E-03
26,16	1,15E+00	-1,64E-02	-7,75E-03	-8,60E-03
26,2	1,15E+00	-1,70E-02	-8,07E-03	-8,91E-03
26,24	1,15E+00	-1,76E-02	-8,39E-03	-9,22E-03
26,28	1,15E+00	-1,82E-02	-8,69E-03	-9,52E-03
26,32	1,15E+00	-1,88E-02	-8,99E-03	-9,81E-03
26,36	1,15E+00	-1,94E-02	-9,31E-03	-1,01E-02
26,4	1,15E+00	-2,00E-02	-9,58E-03	-1,04E-02
26,44	1,15E+00	-2,05E-02	-9,86E-03	-1,07E-02
26,48	1,15E+00	-2,12E-02	-1,02E-02	-1,10E-02
26,52	1,15E+00	-2,16E-02	-1,04E-02	-1,12E-02
26,56	1,15E+00	-2,21E-02	-1,07E-02	-1,14E-02
26,6	1,15E+00	-2,26E-02	-1,09E-02	-1,17E-02
26,64	1,15E+00	-2,31E-02	-1,12E-02	-1,19E-02
26,68	1,15E+00	-2,36E-02	-1,14E-02	-1,21E-02
26,72	1,15E+00	-2,40E-02	-1,16E-02	-1,23E-02
26,76	1,15E+00	-2,44E-02	-1,19E-02	-1,25E-02
26,8	1,15E+00	-2,48E-02	-1,21E-02	-1,27E-02
26,84	1,15E+00	-2,52E-02	-1,23E-02	-1,29E-02
26,88	1,15E+00	-2,55E-02	-1,25E-02	-1,31E-02
26,92	1,15E+00	-2,58E-02	-1,26E-02	-1,32E-02
26,96	1,15E+00	-2,62E-02	-1,28E-02	-1,34E-02
27	1,15E+00	-2,65E-02	-1,30E-02	-1,35E-02
27,04	1,15E+00	-2,68E-02	-1,31E-02	-1,36E-02
27,08	1,15E+00	-2,70E-02	-1,32E-02	-1,38E-02
27,12	1,15E+00	-2,73E-02	-1,34E-02	-1,39E-02
27,16	1,15E+00	-2,75E-02	-1,35E-02	-1,40E-02
27,2	1,15E+00	-2,77E-02	-1,36E-02	-1,41E-02
27,24	1,15E+00	-2,79E-02	-1,37E-02	-1,41E-02
27,28	1,15E+00	-2,80E-02	-1,38E-02	-1,42E-02
27,32	1,15E+00	-2,81E-02	-1,39E-02	-1,42E-02
27,36	1,15E+00	-2,82E-02	-1,39E-02	-1,43E-02
27,4	1,15E+00	-2,82E-02	-1,40E-02	-1,43E-02
27,44	1,15E+00	-2,83E-02	-1,40E-02	-1,43E-02
27,48	1,15E+00	-2,83E-02	-1,40E-02	-1,43E-02
27,52	1,15E+00	-2,82E-02	-1,40E-02	-1,42E-02
27,56	1,15E+00	-2,82E-02	-1,40E-02	-1,42E-02
27,6	1,15E+00	-2,81E-02	-1,40E-02	-1,42E-02
27,64	1,15E+00	-2,80E-02	-1,39E-02	-1,41E-02
27,68	1,15E+00	-2,79E-02	-1,39E-02	-1,40E-02
27,72	1,15E+00	-2,78E-02	-1,38E-02	-1,39E-02
27,76	1,15E+00	-2,76E-02	-1,38E-02	-1,38E-02
27,8	1,15E+00	-2,74E-02	-1,37E-02	-1,37E-02
27,84	1,15E+00	-2,72E-02	-1,36E-02	-1,36E-02
27,88	1,15E+00	-2,70E-02	-1,35E-02	-1,35E-02
27,92	1,15E+00	-2,67E-02	-1,34E-02	-1,33E-02
27,96	1,15E+00	-2,63E-02	-1,32E-02	-1,31E-02
28	1,15E+00	-2,60E-02	-1,30E-02	-1,29E-02
28,04	1,15E+00	-2,56E-02	-1,29E-02	-1,27E-02
28,08	1,15E+00	-2,52E-02	-1,27E-02	-1,25E-02
28,12	1,15E+00	-2,48E-02	-1,25E-02	-1,23E-02
28,16	1,15E+00	-2,43E-02	-1,23E-02	-1,20E-02
28,2	1,15E+00	-2,38E-02	-1,20E-02	-1,18E-02
28,24	1,15E+00	-2,33E-02	-1,18E-02	-1,15E-02
28,28	1,15E+00	-2,28E-02	-1,16E-02	-1,12E-02
28,32	1,15E+00	-2,22E-02	-1,13E-02	-1,09E-02
28,36	1,15E+00	-2,17E-02	-1,10E-02	-1,06E-02
28,4	1,15E+00	-2,10E-02	-1,07E-02	-1,03E-02
28,44	1,15E+00	-2,05E-02	-1,04E-02	-1,00E-02
28,48	1,15E+00	-1,99E-02	-1,02E-02	-9,70E-03
28,52	1,15E+00	-1,92E-02	-9,82E-03	-9,34E-03
28,56	1,15E+00	-1,85E-02	-9,49E-03	-8,98E-03
28,6	1,15E+00	-1,78E-02	-9,18E-03	-8,64E-03
28,64	1,15E+00	-1,71E-02	-8,82E-03	-8,26E-03
28,68	1,15E+00	-1,63E-02	-8,45E-03	-7,86E-03
28,72	1,15E+00	-1,55E-02	-8,08E-03	-7,47E-03
28,76	1,15E+00	-1,48E-02	-7,71E-03	-7,07E-03
28,8	1,15E+00	-1,39E-02	-7,30E-03	-6,64E-03
28,84	1,15E+00	-1,31E-02	-6,88E-03	-6,19E-03
28,88	1,15E+00	-1,22E-02	-6,43E-03	-5,72E-03
28,92	1,15E+00	-1,14E-02	-6,07E-03	-5,34E-03
28,96	1,15E+00	-1,06E-02	-5,65E-03	-4,90E-03
29	1,15E+00	-9,64E-03	-5,21E-03	-4,43E-03
29,04	1,15E+00	-8,67E-03	-4,74E-03	-3,94E-03
29,08	1,15E+00	-7,87E-03	-4,34E-03	-3,53E-03
29,12	1,15E+00	-6,86E-03	-3,85E-03	-3,01E-03
29,16	1,15E+00	-5,97E-03	-3,41E-03	-2,56E-03
29,2	1,15E+00	-5,04E-03	-2,95E-03	-2,08E-03
29,24	1,15E+00	-3,95E-03	-2,42E-03	-1,53E-03
29,28	1,15E+00	-2,99E-03	-1,94E-03	-1,04E-03
29,32	1,15E+00	-1,93E-03	-1,42E-03	-5,07E-04
29,36	1,15E+00	-9,36E-04	-9,32E-04	-3,80E-06
29,4	1,15E+00	7,50E-05	-4,33E-04	5,08E-04
29,44	1,15E+00	1,13E-03	9,02E-05	1,04E-03
29,48	1,15E+00	2,12E-03	5,77E-04	1,54E-03
29,52	1,15E+00	3,17E-03	1,10E-03	2,07E-03
29,56	1,15E+00	4,20E-03	1,61E-03	2,59E-03
29,6	1,15E+00	5,19E-03	2,10E-03	3,09E-03
29,64	1,15E+00	6,24E-03	2,62E-03	3,62E-03
29,68	1,15E+00	7,28E-03	3,14E-03	4,14E-03
29,72	1,15E+00	8,37E-03	3,68E-03	4,68E-03
29,76	1,15E+00	9,37E-03	4,18E-03	5,19E-03
29,8	1,15E+00	1,05E-02	4,73E-03	5,74E-03
29,84	1,15E+00	1,13E-02	5,17E-03	6,18E-03
29,88	1,15E+00	1,24E-02	5,70E-03	6,71E-03
29,92	1,15E+00	1,34E-02	6,21E-03	7,21E-03
29,96	1,15E+00	1,44E-02	6,72E-03	7,73E-03
30	1,15E+00	1,54E-02	7,22E-03	8,22E-03
30,04	1,15E+00	1,64E-02	7,73E-03	8,72E-03
30,08	1,15E+00	1,74E-02	8,19E-03	9,18E-03
30,12	1,15E+00	1,84E-02	8,70E-03	9,69E-03
30,16	1,15E+00	1,93E-02	9,17E-03	1,01E-02
30,2	1,15E+00	2,03E-02	9,65E-03	1,06E-02
30,24	1,15E+00	2,12E-02	1,01E-02	1,11E-02
30,28	1,15E+00	2,22E-02	1,06E-02	1,16E-02
30,32	1,15E+00	2,31E-02	1,11E-02	1,20E-02
30,36	1,15E+00	2,40E-02	1,15E-02	1,24E-02
30,4	1,15E+00	2,48E-02	1,19E-02	1,28E-02
30,44	1,15E+00	2,55E-02	1,23E-02	1,32E-02
30,48	1,15E+00	2,64E-02	1,27E-02	1,36E-02
30,52	1,15E+00	2,72E-02	1,32E-02	1,40E-02
30,56	1,15E+00	2,79E-02	1,35E-02	1,44E-02
30,6	1,15E+00	2,87E-02	1,39E-02	1,47E-02
30,64	1,15E+00	2,94E-02	1,43E-02	1,51E-02
30,68	1,15E+00	3,01E-02	1,47E-02	1,54E-02
30,72	1,15E+00	3,08E-02	1,50E-02	1,58E-02
30,76	1,15E+00	3,14E-02	1,54E-02	1,61E-02
30,8	1,15E+00	3,20E-02	1,57E-02	1,63E-02
30,84	1,15E+00	3,26E-02	1,60E-02	1,66E-02
30,88	1,15E+00	3,32E-02	1,63E-02	1,69E-02
30,92	1,15E+00	3,38E-02	1,66E-02	1,72E-02
30,96	1,15E+00	3,41E-02	1,68E-02	1,73E-02
31	1,15E+00	3,46E-02	1,71E-02	1,76E-02
31,04	1,15E+00	3,50E-02	1,73E-02	1,78E-02
31,08	1,15E+00	3,55E-02	1,75E-02	1,80E-02
31,12	1,15E+00	3,58E-02	1,77E-02	1,81E-02
31,16	1,15E+00	3,61E-02	1,79E-02	1,83E-02
31,2	1,15E+00	3,64E-02	1,80E-02	1,84E-02
31,24	1,15E+00	3,66E-02	1,82E-02	1,85E-02
31,28	1,15E+00	3,68E-02	1,82E-02	1,85E-02
31,32	1,15E+00	3,69E-02	1,84E-02	1,86E-02
31,36	1,15E+00	3,70E-02	1,84E-02	1,86E-02
31,4	1,15E+00	3,71E-02	1,85E-02	1,86E-02
31,44	1,15E+00	3,72E-02	1,85E-02	1,86E-02
31,48	1,15E+00	3,72E-02	1,85E-02	1,86E-02
31,52	1,15E+00	3,71E-02	1,85E-02	1,86E-02
31,56	1,15E+00	3,70E-02	1,85E-02	1,85E-02
31,6	1,15E+00	3,69E-02	1,85E-02	1,84E-02
31,64	1,15E+00	3,67E-02	1,84E-02	1,83E-02
31,68	1,15E+00	3,65E-02	1,83E-02	1,82E-02
31,72	1,15E+00	3,62E-02	1,82E-02	1,80E-02
31,76	1,15E+00	3,59E-02	1,80E-02	1,78E-02
31,8	1,15E+00	3,56E-02	1,79E-02	1,76E-02
31,84	1,15E+00	3,51E-02	1,77E-02	1,74E-02
31,88	1,15E+00	3,46E-02	1,75E-02	1,71E-02
31,92	1,15E+00	3,41E-02	1,73E-02	1,69E-02
31,96	1,15E+00	3,37E-02	1,71E-02	1,66E-02
32	1,15E+00	3,31E-02	1,68E-02	1,63E-02
32,04	1,15E+00	3,25E-02	1,65E-02	1,60E-02
32,08	1,16E+00	3,19E-02	1,63E-02	1,57E-02
32,12	1,16E+00	3,13E-02	1,60E-02	1,53E-02
32,16	1,16E+00	3,05E-02	1,56E-02	1,49E-02
32,2	1,16E+00	2,97E-02	1,52E-02	1,45E-02
32,24	1,16E+00	2,89E-02	1,48E-02	1,40E-02
32,28	1,16E+00	2,80E-02	1,44E-02	1,36E-02
32,32	1,16E+00	2,70E-02	1,39E-02	1,31E-02
32,36	1,16E+00	2,61E-02	1,35E-02	1,26E-02
32,4	1,16E+00	2,51E-02	1,30E-02	1,21E-02
32,44	1,16E+00	2,42E-02	1,26E-02	1,16E-02
32,48	1,16E+00	2,30E-02	1,20E-02	1,10E-02
32,52	1,16E+00	2,19E-02	1,15E-02	1,04E-02
32,56	1,16E+00	2,08E-02	1,09E-02	9,83E-03
32,6	1,16E+00	1,96E-02	1,04E-02	9,23E-03
32,64	1,16E+00	1,84E-02	9,81E-03	8,62E-03
32,68	1,16E+00	1,72E-02	9,20E-03	7,97E-03
32,72	1,16E+00	1,60E-02	8,64E-03	7,37E-03
32,76	1,16E+00	1,47E-02	8,01E-03	6,71E-03
32,8	1,16E+00	1,34E-02	7,37E-03	6,03E-03
32,84	1,16E+00	1,20E-02	6,67E-03	5,29E-03
32,88	1,16E+00	1,05E-02	5,98E-03	4,56E-03
32,92	1,16E+00	9,24E-03	5,34E-03	3,90E-03
32,96	1,16E+00	7,84E-03	4,66E-03	3,18E-03
33	1,16E+00	6,35E-03	3,93E-03	2,42E-03
33,04	1,16E+00	4,90E-03	3,22E-03	1,68E-03
33,08	1,16E+00	3,36E-03	2,46E-03	8,97E-04
33,12	1,16E+00	1,87E-03	1,73E-03	1,38E-04
33,16	1,16E+00	3,43E-04	9,80E-04	-6,37E-04
33,2	1,16E+00	-1,20E-03	2,21E-04	-1,42E-03
33,24	1,16E+00	-2,76E-03	-5,47E-04	-2,21E-03
33,28	1,16E+00	-4,36E-03	-1,34E-03	-3,02E-03
33,32	1,16E+00	-5,92E-03	-2,11E-03	-3,81E-03
33,36	1,16E+00	-7,54E-03	-2,91E-03	-4,63E-03
