# Time          	Cd              	Cl              	Cl(f)           	Cl(r)           
100,04	1,35E+00	-2,61E-01	-1,31E-01	-1,31E-01
100,08	1,35E+00	-2,54E-01	-1,27E-01	-1,27E-01
100,12	1,35E+00	-2,47E-01	-1,24E-01	-1,23E-01
100,16	1,35E+00	-2,39E-01	-1,20E-01	-1,19E-01
100,2	1,35E+00	-2,31E-01	-1,16E-01	-1,15E-01
100,24	1,35E+00	-2,23E-01	-1,12E-01	-1,10E-01
100,28	1,35E+00	-2,14E-01	-1,08E-01	-1,06E-01
100,32	1,35E+00	-2,05E-01	-1,04E-01	-1,01E-01
100,36	1,35E+00	-1,95E-01	-9,89E-02	-9,62E-02
100,4	1,35E+00	-1,85E-01	-9,42E-02	-9,11E-02
100,44	1,35E+00	-1,75E-01	-8,92E-02	-8,58E-02
100,48	1,35E+00	-1,64E-01	-8,40E-02	-8,02E-02
100,52	1,35E+00	-1,54E-01	-7,89E-02	-7,49E-02
100,56	1,35E+00	-1,43E-01	-7,36E-02	-6,92E-02
100,6	1,35E+00	-1,32E-01	-6,82E-02	-6,35E-02
100,64	1,35E+00	-1,20E-01	-6,26E-02	-5,76E-02
100,68	1,35E+00	-1,09E-01	-5,71E-02	-5,18E-02
100,72	1,35E+00	-9,74E-02	-5,15E-02	-4,59E-02
100,76	1,35E+00	-8,52E-02	-4,56E-02	-3,97E-02
100,8	1,35E+00	-7,35E-02	-3,98E-02	-3,37E-02
100,84	1,35E+00	-6,12E-02	-3,38E-02	-2,74E-02
100,88	1,35E+00	-4,94E-02	-2,80E-02	-2,14E-02
100,92	1,35E+00	-3,73E-02	-2,21E-02	-1,52E-02
100,96	1,34E+00	-2,50E-02	-1,61E-02	-8,95E-03
101	1,34E+00	-1,27E-02	-1,00E-02	-2,70E-03
101,04	1,34E+00	3,72E-05	-3,76E-03	3,79E-03
101,08	1,34E+00	1,28E-02	2,52E-03	1,03E-02
101,12	1,34E+00	2,48E-02	8,46E-03	1,64E-02
101,16	1,34E+00	3,77E-02	1,48E-02	2,29E-02
101,2	1,34E+00	4,93E-02	2,05E-02	2,87E-02
101,24	1,34E+00	6,12E-02	2,64E-02	3,48E-02
101,28	1,34E+00	7,34E-02	3,25E-02	4,09E-02
101,32	1,34E+00	8,51E-02	3,82E-02	4,69E-02
101,36	1,34E+00	9,71E-02	4,42E-02	5,29E-02
101,4	1,34E+00	1,10E-01	5,04E-02	5,91E-02
101,44	1,34E+00	1,21E-01	5,60E-02	6,49E-02
101,48	1,34E+00	1,32E-01	6,14E-02	7,03E-02
101,52	1,34E+00	1,43E-01	6,69E-02	7,59E-02
101,56	1,34E+00	1,54E-01	7,23E-02	8,13E-02
101,6	1,34E+00	1,64E-01	7,78E-02	8,67E-02
101,64	1,34E+00	1,75E-01	8,29E-02	9,19E-02
101,68	1,34E+00	1,84E-01	8,76E-02	9,65E-02
101,72	1,34E+00	1,94E-01	9,28E-02	1,02E-01
101,76	1,34E+00	2,04E-01	9,77E-02	1,07E-01
101,8	1,34E+00	2,13E-01	1,02E-01	1,11E-01
101,84	1,34E+00	2,22E-01	1,07E-01	1,15E-01
101,88	1,34E+00	2,31E-01	1,11E-01	1,20E-01
101,92	1,34E+00	2,38E-01	1,15E-01	1,23E-01
101,96	1,34E+00	2,46E-01	1,19E-01	1,27E-01
102	1,34E+00	2,53E-01	1,23E-01	1,31E-01
102,04	1,34E+00	2,60E-01	1,26E-01	1,34E-01
102,08	1,34E+00	2,67E-01	1,30E-01	1,37E-01
102,12	1,35E+00	2,73E-01	1,33E-01	1,40E-01
102,16	1,35E+00	2,78E-01	1,35E-01	1,43E-01
102,2	1,35E+00	2,83E-01	1,38E-01	1,45E-01
102,24	1,35E+00	2,87E-01	1,40E-01	1,47E-01
102,28	1,35E+00	2,91E-01	1,42E-01	1,49E-01
102,32	1,35E+00	2,96E-01	1,44E-01	1,51E-01
102,36	1,35E+00	2,98E-01	1,46E-01	1,52E-01
102,4	1,35E+00	3,00E-01	1,47E-01	1,53E-01
102,44	1,35E+00	3,02E-01	1,48E-01	1,54E-01
102,48	1,35E+00	3,03E-01	1,49E-01	1,54E-01
102,52	1,35E+00	3,04E-01	1,50E-01	1,55E-01
102,56	1,35E+00	3,06E-01	1,50E-01	1,55E-01
102,6	1,35E+00	3,05E-01	1,50E-01	1,55E-01
102,64	1,35E+00	3,05E-01	1,50E-01	1,55E-01
102,68	1,35E+00	3,04E-01	1,50E-01	1,54E-01
102,72	1,35E+00	3,03E-01	1,50E-01	1,53E-01
102,76	1,35E+00	3,01E-01	1,49E-01	1,52E-01
102,8	1,35E+00	2,98E-01	1,47E-01	1,50E-01
102,84	1,35E+00	2,95E-01	1,46E-01	1,49E-01
102,88	1,35E+00	2,91E-01	1,45E-01	1,47E-01
102,92	1,35E+00	2,87E-01	1,43E-01	1,45E-01
102,96	1,35E+00	2,83E-01	1,41E-01	1,42E-01
103	1,35E+00	2,78E-01	1,39E-01	1,40E-01
103,04	1,35E+00	2,73E-01	1,36E-01	1,37E-01
103,08	1,35E+00	2,67E-01	1,33E-01	1,34E-01
103,12	1,35E+00	2,61E-01	1,30E-01	1,30E-01
103,16	1,35E+00	2,54E-01	1,27E-01	1,27E-01
103,2	1,35E+00	2,47E-01	1,24E-01	1,23E-01
103,24	1,35E+00	2,40E-01	1,20E-01	1,19E-01
103,28	1,35E+00	2,32E-01	1,17E-01	1,15E-01
103,32	1,35E+00	2,24E-01	1,13E-01	1,11E-01
103,36	1,35E+00	2,15E-01	1,09E-01	1,06E-01
103,4	1,35E+00	2,06E-01	1,04E-01	1,02E-01
103,44	1,35E+00	1,97E-01	1,00E-01	9,71E-02
103,48	1,35E+00	1,88E-01	9,55E-02	9,22E-02
103,52	1,35E+00	1,78E-01	9,09E-02	8,73E-02
103,56	1,35E+00	1,67E-01	8,56E-02	8,17E-02
103,6	1,35E+00	1,57E-01	8,05E-02	7,62E-02
103,64	1,35E+00	1,46E-01	7,54E-02	7,08E-02
103,68	1,35E+00	1,35E-01	6,99E-02	6,50E-02
103,72	1,35E+00	1,24E-01	6,45E-02	5,93E-02
103,76	1,35E+00	1,12E-01	5,89E-02	5,33E-02
103,8	1,35E+00	1,01E-01	5,35E-02	4,77E-02
103,84	1,35E+00	8,97E-02	4,79E-02	4,18E-02
103,88	1,35E+00	7,77E-02	4,21E-02	3,57E-02
103,92	1,35E+00	6,55E-02	3,61E-02	2,94E-02
103,96	1,34E+00	5,36E-02	3,03E-02	2,34E-02
104	1,34E+00	4,13E-02	2,42E-02	1,70E-02
104,04	1,34E+00	2,93E-02	1,84E-02	1,10E-02
104,08	1,34E+00	1,73E-02	1,25E-02	4,83E-03
104,12	1,34E+00	4,11E-03	5,97E-03	-1,86E-03
104,16	1,34E+00	-8,48E-03	-2,21E-04	-8,26E-03
104,2	1,34E+00	-2,07E-02	-6,23E-03	-1,45E-02
104,24	1,34E+00	-3,31E-02	-1,24E-02	-2,08E-02
104,28	1,34E+00	-4,52E-02	-1,83E-02	-2,69E-02
104,32	1,34E+00	-5,73E-02	-2,43E-02	-3,30E-02
104,36	1,34E+00	-6,97E-02	-3,04E-02	-3,93E-02
104,4	1,34E+00	-8,13E-02	-3,62E-02	-4,52E-02
104,44	1,34E+00	-9,38E-02	-4,24E-02	-5,14E-02
104,48	1,34E+00	-1,06E-01	-4,82E-02	-5,74E-02
104,52	1,34E+00	-1,17E-01	-5,40E-02	-6,33E-02
104,56	1,34E+00	-1,28E-01	-5,95E-02	-6,89E-02
104,6	1,34E+00	-1,40E-01	-6,52E-02	-7,46E-02
104,64	1,34E+00	-1,51E-01	-7,07E-02	-8,01E-02
104,68	1,34E+00	-1,62E-01	-7,62E-02	-8,56E-02
104,72	1,34E+00	-1,72E-01	-8,14E-02	-9,08E-02
104,76	1,34E+00	-1,82E-01	-8,65E-02	-9,59E-02
104,8	1,34E+00	-1,92E-01	-9,13E-02	-1,01E-01
104,84	1,34E+00	-2,02E-01	-9,63E-02	-1,06E-01
104,88	1,34E+00	-2,11E-01	-1,01E-01	-1,10E-01
104,92	1,34E+00	-2,20E-01	-1,05E-01	-1,15E-01
104,96	1,34E+00	-2,30E-01	-1,10E-01	-1,19E-01
105	1,34E+00	-2,38E-01	-1,14E-01	-1,23E-01
105,04	1,34E+00	-2,46E-01	-1,19E-01	-1,28E-01
105,08	1,34E+00	-2,53E-01	-1,22E-01	-1,31E-01
105,12	1,34E+00	-2,61E-01	-1,26E-01	-1,35E-01
105,16	1,34E+00	-2,67E-01	-1,29E-01	-1,38E-01
105,2	1,34E+00	-2,74E-01	-1,33E-01	-1,41E-01
105,24	1,34E+00	-2,80E-01	-1,36E-01	-1,44E-01
105,28	1,34E+00	-2,85E-01	-1,38E-01	-1,46E-01
105,32	1,34E+00	-2,90E-01	-1,41E-01	-1,49E-01
105,36	1,35E+00	-2,94E-01	-1,43E-01	-1,51E-01
105,4	1,35E+00	-2,98E-01	-1,45E-01	-1,52E-01
105,44	1,35E+00	-3,02E-01	-1,47E-01	-1,54E-01
105,48	1,35E+00	-3,04E-01	-1,49E-01	-1,56E-01
105,52	1,35E+00	-3,07E-01	-1,50E-01	-1,57E-01
105,56	1,35E+00	-3,09E-01	-1,51E-01	-1,57E-01
105,6	1,35E+00	-3,10E-01	-1,52E-01	-1,58E-01
105,64	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
105,68	1,35E+00	-3,12E-01	-1,53E-01	-1,59E-01
105,72	1,35E+00	-3,12E-01	-1,53E-01	-1,58E-01
105,76	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
105,8	1,35E+00	-3,10E-01	-1,53E-01	-1,57E-01
105,84	1,35E+00	-3,08E-01	-1,52E-01	-1,56E-01
105,88	1,35E+00	-3,07E-01	-1,51E-01	-1,55E-01
105,92	1,35E+00	-3,03E-01	-1,50E-01	-1,53E-01
105,96	1,35E+00	-3,00E-01	-1,49E-01	-1,52E-01
106	1,35E+00	-2,97E-01	-1,47E-01	-1,50E-01
106,04	1,35E+00	-2,92E-01	-1,45E-01	-1,47E-01
106,08	1,35E+00	-2,88E-01	-1,43E-01	-1,45E-01
106,12	1,35E+00	-2,83E-01	-1,41E-01	-1,42E-01
106,16	1,35E+00	-2,77E-01	-1,38E-01	-1,39E-01
106,2	1,35E+00	-2,71E-01	-1,35E-01	-1,36E-01
106,24	1,35E+00	-2,65E-01	-1,32E-01	-1,33E-01
106,28	1,35E+00	-2,58E-01	-1,29E-01	-1,29E-01
106,32	1,35E+00	-2,51E-01	-1,26E-01	-1,25E-01
106,36	1,35E+00	-2,44E-01	-1,22E-01	-1,22E-01
106,4	1,35E+00	-2,36E-01	-1,18E-01	-1,17E-01
106,44	1,35E+00	-2,27E-01	-1,14E-01	-1,13E-01
106,48	1,35E+00	-2,19E-01	-1,10E-01	-1,08E-01
106,52	1,35E+00	-2,09E-01	-1,06E-01	-1,03E-01
106,56	1,35E+00	-2,00E-01	-1,01E-01	-9,88E-02
106,6	1,35E+00	-1,91E-01	-9,67E-02	-9,39E-02
106,64	1,35E+00	-1,81E-01	-9,20E-02	-8,87E-02
106,68	1,35E+00	-1,70E-01	-8,68E-02	-8,32E-02
106,72	1,35E+00	-1,59E-01	-8,17E-02	-7,78E-02
106,76	1,35E+00	-1,49E-01	-7,65E-02	-7,23E-02
106,8	1,35E+00	-1,38E-01	-7,12E-02	-6,67E-02
106,84	1,35E+00	-1,26E-01	-6,57E-02	-6,08E-02
106,88	1,35E+00	-1,15E-01	-6,02E-02	-5,50E-02
106,92	1,35E+00	-1,03E-01	-5,43E-02	-4,89E-02
106,96	1,35E+00	-9,17E-02	-4,87E-02	-4,30E-02
107	1,35E+00	-7,99E-02	-4,30E-02	-3,69E-02
107,04	1,35E+00	-6,78E-02	-3,70E-02	-3,08E-02
107,08	1,35E+00	-5,58E-02	-3,12E-02	-2,47E-02
107,12	1,35E+00	-4,30E-02	-2,49E-02	-1,81E-02
107,16	1,35E+00	-3,12E-02	-1,91E-02	-1,21E-02
107,2	1,34E+00	-1,92E-02	-1,32E-02	-5,97E-03
107,24	1,34E+00	-6,86E-03	-7,16E-03	2,93E-04
107,28	1,34E+00	5,89E-03	-8,77E-04	6,77E-03
107,32	1,34E+00	1,83E-02	5,26E-03	1,31E-02
107,36	1,34E+00	3,10E-02	1,15E-02	1,95E-02
107,4	1,34E+00	4,27E-02	1,73E-02	2,54E-02
107,44	1,34E+00	5,48E-02	2,33E-02	3,16E-02
107,48	1,34E+00	6,72E-02	2,94E-02	3,78E-02
107,52	1,34E+00	7,88E-02	3,51E-02	4,37E-02
107,56	1,34E+00	9,09E-02	4,11E-02	4,98E-02
107,6	1,34E+00	1,03E-01	4,72E-02	5,60E-02
107,64	1,34E+00	1,15E-01	5,31E-02	6,20E-02
107,68	1,34E+00	1,26E-01	5,86E-02	6,75E-02
107,72	1,34E+00	1,37E-01	6,41E-02	7,30E-02
107,76	1,34E+00	1,48E-01	6,95E-02	7,85E-02
107,8	1,34E+00	1,59E-01	7,49E-02	8,39E-02
107,84	1,34E+00	1,70E-01	8,03E-02	8,92E-02
107,88	1,34E+00	1,80E-01	8,53E-02	9,42E-02
107,92	1,34E+00	1,90E-01	9,03E-02	9,92E-02
107,96	1,34E+00	1,99E-01	9,51E-02	1,04E-01
108	1,34E+00	2,08E-01	9,98E-02	1,09E-01
108,04	1,34E+00	2,18E-01	1,05E-01	1,13E-01
108,08	1,34E+00	2,26E-01	1,09E-01	1,17E-01
108,12	1,34E+00	2,34E-01	1,13E-01	1,21E-01
108,16	1,34E+00	2,43E-01	1,17E-01	1,26E-01
108,2	1,34E+00	2,50E-01	1,21E-01	1,29E-01
108,24	1,34E+00	2,57E-01	1,24E-01	1,33E-01
108,28	1,34E+00	2,64E-01	1,28E-01	1,36E-01
108,32	1,35E+00	2,70E-01	1,31E-01	1,39E-01
108,36	1,35E+00	2,75E-01	1,34E-01	1,41E-01
108,4	1,35E+00	2,81E-01	1,37E-01	1,44E-01
108,44	1,35E+00	2,85E-01	1,39E-01	1,46E-01
108,48	1,35E+00	2,89E-01	1,41E-01	1,48E-01
108,52	1,35E+00	2,93E-01	1,43E-01	1,50E-01
108,56	1,35E+00	2,96E-01	1,45E-01	1,51E-01
108,6	1,35E+00	2,99E-01	1,46E-01	1,53E-01
108,64	1,35E+00	3,01E-01	1,48E-01	1,54E-01
108,68	1,35E+00	3,03E-01	1,49E-01	1,54E-01
108,72	1,35E+00	3,04E-01	1,49E-01	1,55E-01
108,76	1,35E+00	3,06E-01	1,50E-01	1,55E-01
108,8	1,35E+00	3,05E-01	1,50E-01	1,55E-01
108,84	1,35E+00	3,06E-01	1,51E-01	1,55E-01
108,88	1,35E+00	3,05E-01	1,50E-01	1,54E-01
108,92	1,35E+00	3,04E-01	1,50E-01	1,54E-01
108,96	1,35E+00	3,02E-01	1,49E-01	1,53E-01
109	1,35E+00	2,99E-01	1,48E-01	1,51E-01
109,04	1,35E+00	2,97E-01	1,47E-01	1,50E-01
109,08	1,35E+00	2,93E-01	1,45E-01	1,48E-01
109,12	1,35E+00	2,89E-01	1,44E-01	1,46E-01
109,16	1,35E+00	2,85E-01	1,42E-01	1,43E-01
109,2	1,35E+00	2,81E-01	1,40E-01	1,41E-01
109,24	1,35E+00	2,76E-01	1,37E-01	1,38E-01
109,28	1,35E+00	2,70E-01	1,35E-01	1,35E-01
109,32	1,35E+00	2,64E-01	1,32E-01	1,32E-01
109,36	1,35E+00	2,58E-01	1,29E-01	1,29E-01
109,4	1,35E+00	2,51E-01	1,26E-01	1,25E-01
109,44	1,35E+00	2,44E-01	1,22E-01	1,21E-01
109,48	1,35E+00	2,36E-01	1,19E-01	1,17E-01
109,52	1,35E+00	2,28E-01	1,15E-01	1,13E-01
109,56	1,35E+00	2,20E-01	1,11E-01	1,09E-01
109,6	1,35E+00	2,11E-01	1,07E-01	1,04E-01
109,64	1,35E+00	2,02E-01	1,02E-01	9,96E-02
109,68	1,35E+00	1,92E-01	9,78E-02	9,47E-02
109,72	1,35E+00	1,83E-01	9,33E-02	8,99E-02
109,76	1,35E+00	1,73E-01	8,85E-02	8,48E-02
109,8	1,35E+00	1,62E-01	8,32E-02	7,91E-02
109,84	1,35E+00	1,52E-01	7,81E-02	7,37E-02
109,88	1,35E+00	1,41E-01	7,28E-02	6,81E-02
109,92	1,35E+00	1,30E-01	6,74E-02	6,23E-02
109,96	1,35E+00	1,18E-01	6,19E-02	5,65E-02
110	1,35E+00	1,07E-01	5,65E-02	5,08E-02
110,04	1,35E+00	9,58E-02	5,09E-02	4,49E-02
110,08	1,35E+00	8,37E-02	4,50E-02	3,87E-02
110,12	1,35E+00	7,15E-02	3,90E-02	3,25E-02
110,16	1,34E+00	5,98E-02	3,33E-02	2,65E-02
110,2	1,34E+00	4,78E-02	2,74E-02	2,04E-02
110,24	1,34E+00	3,55E-02	2,14E-02	1,41E-02
110,28	1,34E+00	2,35E-02	1,55E-02	8,00E-03
110,32	1,34E+00	1,14E-02	9,59E-03	1,85E-03
110,36	1,34E+00	-2,15E-03	2,90E-03	-5,04E-03
110,4	1,34E+00	-1,46E-02	-3,22E-03	-1,14E-02
110,44	1,34E+00	-2,66E-02	-9,12E-03	-1,74E-02
110,48	1,34E+00	-3,87E-02	-1,51E-02	-2,36E-02
110,52	1,34E+00	-5,11E-02	-2,12E-02	-2,99E-02
110,56	1,34E+00	-6,36E-02	-2,74E-02	-3,62E-02
110,6	1,34E+00	-7,53E-02	-3,32E-02	-4,21E-02
110,64	1,34E+00	-8,68E-02	-3,89E-02	-4,79E-02
110,68	1,34E+00	-9,94E-02	-4,52E-02	-5,43E-02
110,72	1,34E+00	-1,11E-01	-5,11E-02	-6,03E-02
110,76	1,34E+00	-1,23E-01	-5,68E-02	-6,61E-02
110,8	1,34E+00	-1,33E-01	-6,20E-02	-7,13E-02
110,84	1,34E+00	-1,45E-01	-6,78E-02	-7,72E-02
110,88	1,34E+00	-1,56E-01	-7,33E-02	-8,27E-02
110,92	1,34E+00	-1,67E-01	-7,87E-02	-8,81E-02
110,96	1,34E+00	-1,77E-01	-8,39E-02	-9,33E-02
111	1,34E+00	-1,88E-01	-8,92E-02	-9,86E-02
111,04	1,34E+00	-1,97E-01	-9,37E-02	-1,03E-01
111,08	1,34E+00	-2,06E-01	-9,85E-02	-1,08E-01
111,12	1,34E+00	-2,16E-01	-1,03E-01	-1,12E-01
111,16	1,34E+00	-2,24E-01	-1,08E-01	-1,17E-01
111,2	1,34E+00	-2,33E-01	-1,12E-01	-1,21E-01
111,24	1,34E+00	-2,42E-01	-1,16E-01	-1,25E-01
111,28	1,34E+00	-2,49E-01	-1,20E-01	-1,29E-01
111,32	1,34E+00	-2,57E-01	-1,24E-01	-1,33E-01
111,36	1,34E+00	-2,64E-01	-1,28E-01	-1,36E-01
111,4	1,34E+00	-2,70E-01	-1,31E-01	-1,39E-01
111,44	1,34E+00	-2,76E-01	-1,34E-01	-1,42E-01
111,48	1,34E+00	-2,82E-01	-1,37E-01	-1,45E-01
111,52	1,34E+00	-2,87E-01	-1,40E-01	-1,48E-01
111,56	1,35E+00	-2,92E-01	-1,42E-01	-1,50E-01
111,6	1,35E+00	-2,96E-01	-1,44E-01	-1,52E-01
111,64	1,35E+00	-2,99E-01	-1,46E-01	-1,53E-01
111,68	1,35E+00	-3,04E-01	-1,48E-01	-1,55E-01
111,72	1,35E+00	-3,06E-01	-1,50E-01	-1,56E-01
111,76	1,35E+00	-3,08E-01	-1,51E-01	-1,57E-01
111,8	1,35E+00	-3,10E-01	-1,52E-01	-1,58E-01
111,84	1,35E+00	-3,11E-01	-1,52E-01	-1,58E-01
111,88	1,35E+00	-3,12E-01	-1,53E-01	-1,59E-01
111,92	1,35E+00	-3,12E-01	-1,54E-01	-1,59E-01
111,96	1,35E+00	-3,12E-01	-1,53E-01	-1,58E-01
112	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
112,04	1,35E+00	-3,09E-01	-1,52E-01	-1,57E-01
112,08	1,35E+00	-3,07E-01	-1,52E-01	-1,56E-01
112,12	1,35E+00	-3,05E-01	-1,51E-01	-1,54E-01
112,16	1,35E+00	-3,02E-01	-1,49E-01	-1,52E-01
112,2	1,35E+00	-2,98E-01	-1,48E-01	-1,51E-01
112,24	1,35E+00	-2,95E-01	-1,46E-01	-1,49E-01
112,28	1,35E+00	-2,90E-01	-1,44E-01	-1,46E-01
112,32	1,35E+00	-2,86E-01	-1,42E-01	-1,44E-01
112,36	1,35E+00	-2,80E-01	-1,40E-01	-1,41E-01
112,4	1,35E+00	-2,75E-01	-1,37E-01	-1,38E-01
112,44	1,35E+00	-2,69E-01	-1,34E-01	-1,35E-01
112,48	1,35E+00	-2,62E-01	-1,31E-01	-1,31E-01
112,52	1,35E+00	-2,55E-01	-1,27E-01	-1,27E-01
112,56	1,35E+00	-2,47E-01	-1,24E-01	-1,23E-01
112,6	1,35E+00	-2,40E-01	-1,20E-01	-1,19E-01
112,64	1,35E+00	-2,32E-01	-1,16E-01	-1,15E-01
112,68	1,35E+00	-2,23E-01	-1,12E-01	-1,11E-01
112,72	1,35E+00	-2,14E-01	-1,08E-01	-1,06E-01
112,76	1,35E+00	-2,05E-01	-1,04E-01	-1,01E-01
112,8	1,35E+00	-1,96E-01	-9,91E-02	-9,65E-02
112,84	1,35E+00	-1,86E-01	-9,45E-02	-9,14E-02
112,88	1,35E+00	-1,76E-01	-8,95E-02	-8,61E-02
112,92	1,35E+00	-1,65E-01	-8,42E-02	-8,05E-02
112,96	1,35E+00	-1,54E-01	-7,92E-02	-7,51E-02
113	1,35E+00	-1,43E-01	-7,38E-02	-6,94E-02
113,04	1,35E+00	-1,32E-01	-6,85E-02	-6,38E-02
113,08	1,35E+00	-1,21E-01	-6,28E-02	-5,78E-02
113,12	1,35E+00	-1,09E-01	-5,74E-02	-5,21E-02
113,16	1,35E+00	-9,79E-02	-5,18E-02	-4,62E-02
113,2	1,35E+00	-8,58E-02	-4,58E-02	-3,99E-02
113,24	1,35E+00	-7,41E-02	-4,01E-02	-3,40E-02
113,28	1,35E+00	-6,17E-02	-3,40E-02	-2,76E-02
113,32	1,35E+00	-4,99E-02	-2,83E-02	-2,16E-02
113,36	1,35E+00	-3,79E-02	-2,24E-02	-1,55E-02
113,4	1,35E+00	-2,56E-02	-1,64E-02	-9,23E-03
113,44	1,34E+00	-1,32E-02	-1,03E-02	-2,95E-03
113,48	1,34E+00	-5,48E-04	-4,05E-03	3,50E-03
113,52	1,34E+00	1,22E-02	2,21E-03	9,95E-03
113,56	1,34E+00	2,44E-02	8,22E-03	1,61E-02
113,6	1,34E+00	3,73E-02	1,46E-02	2,27E-02
113,64	1,34E+00	4,88E-02	2,03E-02	2,85E-02
113,68	1,34E+00	6,08E-02	2,62E-02	3,46E-02
113,72	1,34E+00	7,30E-02	3,23E-02	4,08E-02
113,76	1,34E+00	8,47E-02	3,80E-02	4,67E-02
113,8	1,34E+00	9,66E-02	4,40E-02	5,27E-02
113,84	1,34E+00	1,09E-01	5,02E-02	5,90E-02
113,88	1,34E+00	1,20E-01	5,58E-02	6,47E-02
113,92	1,34E+00	1,31E-01	6,12E-02	7,01E-02
113,96	1,34E+00	1,42E-01	6,67E-02	7,57E-02
114	1,34E+00	1,53E-01	7,22E-02	8,11E-02
114,04	1,34E+00	1,64E-01	7,76E-02	8,66E-02
114,08	1,34E+00	1,74E-01	8,28E-02	9,17E-02
114,12	1,34E+00	1,84E-01	8,74E-02	9,63E-02
114,16	1,34E+00	1,94E-01	9,26E-02	1,01E-01
114,2	1,34E+00	2,04E-01	9,76E-02	1,06E-01
114,24	1,34E+00	2,13E-01	1,02E-01	1,11E-01
114,28	1,34E+00	2,22E-01	1,06E-01	1,15E-01
114,32	1,34E+00	2,30E-01	1,11E-01	1,20E-01
114,36	1,34E+00	2,38E-01	1,15E-01	1,23E-01
114,4	1,34E+00	2,46E-01	1,19E-01	1,27E-01
114,44	1,34E+00	2,53E-01	1,22E-01	1,31E-01
114,48	1,34E+00	2,60E-01	1,26E-01	1,34E-01
114,52	1,35E+00	2,67E-01	1,29E-01	1,37E-01
114,56	1,35E+00	2,73E-01	1,32E-01	1,40E-01
114,6	1,35E+00	2,78E-01	1,35E-01	1,43E-01
114,64	1,35E+00	2,83E-01	1,38E-01	1,45E-01
114,68	1,35E+00	2,87E-01	1,40E-01	1,47E-01
114,72	1,35E+00	2,91E-01	1,42E-01	1,49E-01
114,76	1,35E+00	2,96E-01	1,45E-01	1,51E-01
114,8	1,35E+00	2,98E-01	1,46E-01	1,52E-01
114,84	1,35E+00	3,00E-01	1,47E-01	1,53E-01
114,88	1,35E+00	3,02E-01	1,48E-01	1,54E-01
114,92	1,35E+00	3,03E-01	1,49E-01	1,54E-01
114,96	1,35E+00	3,04E-01	1,50E-01	1,55E-01
115	1,35E+00	3,06E-01	1,50E-01	1,55E-01
115,04	1,35E+00	3,05E-01	1,50E-01	1,55E-01
115,08	1,35E+00	3,05E-01	1,50E-01	1,55E-01
115,12	1,35E+00	3,04E-01	1,50E-01	1,54E-01
115,16	1,35E+00	3,03E-01	1,50E-01	1,53E-01
115,2	1,35E+00	3,01E-01	1,49E-01	1,52E-01
115,24	1,35E+00	2,98E-01	1,48E-01	1,51E-01
115,28	1,35E+00	2,95E-01	1,46E-01	1,49E-01
115,32	1,35E+00	2,92E-01	1,45E-01	1,47E-01
115,36	1,35E+00	2,88E-01	1,43E-01	1,45E-01
115,4	1,35E+00	2,83E-01	1,41E-01	1,42E-01
115,44	1,35E+00	2,78E-01	1,39E-01	1,40E-01
115,48	1,35E+00	2,73E-01	1,36E-01	1,37E-01
115,52	1,35E+00	2,67E-01	1,33E-01	1,34E-01
115,56	1,35E+00	2,61E-01	1,31E-01	1,31E-01
115,6	1,35E+00	2,55E-01	1,27E-01	1,27E-01
115,64	1,35E+00	2,48E-01	1,24E-01	1,24E-01
115,68	1,35E+00	2,40E-01	1,21E-01	1,20E-01
115,72	1,35E+00	2,32E-01	1,17E-01	1,15E-01
115,76	1,35E+00	2,24E-01	1,13E-01	1,11E-01
115,8	1,35E+00	2,15E-01	1,09E-01	1,07E-01
115,84	1,35E+00	2,07E-01	1,05E-01	1,02E-01
115,88	1,35E+00	1,98E-01	1,00E-01	9,73E-02
115,92	1,35E+00	1,88E-01	9,57E-02	9,24E-02
115,96	1,35E+00	1,79E-01	9,11E-02	8,75E-02
116	1,35E+00	1,68E-01	8,58E-02	8,19E-02
116,04	1,35E+00	1,57E-01	8,07E-02	7,65E-02
116,08	1,35E+00	1,47E-01	7,56E-02	7,10E-02
116,12	1,35E+00	1,35E-01	7,02E-02	6,52E-02
116,16	1,35E+00	1,24E-01	6,47E-02	5,95E-02
116,2	1,35E+00	1,13E-01	5,91E-02	5,35E-02
116,24	1,35E+00	1,02E-01	5,37E-02	4,79E-02
116,28	1,35E+00	9,02E-02	4,81E-02	4,20E-02
116,32	1,35E+00	7,82E-02	4,23E-02	3,59E-02
116,36	1,35E+00	6,60E-02	3,63E-02	2,97E-02
116,4	1,34E+00	5,41E-02	3,05E-02	2,36E-02
116,44	1,34E+00	4,17E-02	2,45E-02	1,73E-02
116,48	1,34E+00	2,99E-02	1,86E-02	1,12E-02
116,52	1,34E+00	1,77E-02	1,27E-02	5,04E-03
116,56	1,34E+00	4,53E-03	6,18E-03	-1,65E-03
116,6	1,34E+00	-8,09E-03	-2,60E-05	-8,06E-03
116,64	1,34E+00	-2,03E-02	-6,02E-03	-1,42E-02
116,68	1,34E+00	-3,27E-02	-1,22E-02	-2,06E-02
116,72	1,34E+00	-4,47E-02	-1,81E-02	-2,66E-02
116,76	1,34E+00	-5,69E-02	-2,41E-02	-3,28E-02
